season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0077f7cd-8b32-444b-9402-db1ece29b64c,玄武镇海,True,122be023-76ab-4b96-9e50-ca60aad7f4a9,4,1,0,0,0,0,0,0,0,0,15,62.2,66.25,74,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,018f032e-8057-4bfa-b637-dabeb4b8a8c3,单峰快驼,True,6e111054-6d73-4a76-a642-8bc5360396df,3,1,0,0,0,0,0,0,0,0,15,65.6,73.25,93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,02a35694-d6ed-4926-b37a-38ed0f147dc3,幽冥鬼狼,True,e50800cb-fc89-4d96-ac39-185a69493bee,3,1,0,0,0,0,0,0,0,0,15,66.6,73.38,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,034544a3-2a08-403d-a11d-3b4877300475,长颈鹿颈,True,a2797895-16cc-45b3-a44b-cc2e0186441f,4,1,0,0,0,0,0,0,0,0,15,61.07,67.38,78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,034d7505-ccc3-4b54-b9fa-d8d506dd77ee,圣徒南安普,True,3d2034cd-51e4-44ea-acf7-2a9468d85585,2,1,0,0,0,0,0,0,0,0,15,71.0,77.88,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0383a322-e6e2-490c-a305-e444ad8204d6,铁锤帮西汉,True,3d2034cd-51e4-44ea-acf7-2a9468d85585,2,2,0,0,0,0,0,0,0,0,15,76.47,82.75,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,03e432cb-20fe-48b2-9f14-b169cad7cfc5,苍鹰搏兔,True,073c77fb-2495-4ccd-ac47-879698af3f45,3,1,0,0,0,0,0,0,0,0,15,69.53,77.5,85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,03ffad17-3690-4070-9752-ac53d663c528,炼油大师,True,fcde7c62-cefb-4459-9e91-c5abea368afe,2,1,0,0,0,0,0,0,0,0,15,72.27,81.38,97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,049a3321-c190-455f-b4c6-9ca8bc208ae4,绿洲驼队,True,6e111054-6d73-4a76-a642-8bc5360396df,3,2,0,0,0,0,0,0,0,0,15,64.67,71.38,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,08000a4d-a552-4076-9c10-eb3f24a25f19,乌拉圭牛,True,826a4c6d-52e9-46ef-9308-85406506245f,3,1,0,0,0,0,0,0,0,0,15,64.73,70.25,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,088b1913-8d13-49ef-ae81-bd112cd91d92,武当太极,True,772ce950-dc6f-418d-8db9-3d473156f879,4,1,0,0,0,0,0,0,0,0,15,61.07,66.38,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0899a64e-efaf-4dfb-98fb-5a920e337d3e,太妃糖埃弗,True,3d2034cd-51e4-44ea-acf7-2a9468d85585,2,3,0,0,0,0,0,0,0,0,15,75.13,80.75,85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,09eb4f22-87fa-45c4-9842-441e9e3f16d9,波斯勇士,True,8967de31-4a8a-4110-b285-4b2ed1c6fba6,4,1,0,0,0,0,0,0,0,0,15,60.33,65.25,77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0c4dc5d1-27c1-466e-97ad-d04725ea72a8,祖母绿光,True,bfedbc7f-5c81-4360-83d6-825f58fc9fd8,4,1,0,0,0,0,0,0,0,0,15,64.87,72.75,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0ee83d4f-9505-4917-9fbb-703e3cb261e7,花车巡游,True,c1e48520-fb69-4a3e-a3e7-658485789b25,3,1,0,0,0,0,0,0,0,0,15,64.8,71.88,85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,0f69b395-123a-408b-b5cf-d9990c172e0f,热带雨林,True,826a4c6d-52e9-46ef-9308-85406506245f,3,2,0,0,0,0,0,0,0,0,15,69.4,76.12,96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
1,44f9ae8c-c03c-4c83-aae0-f3b9482333c3,133a5156-2366-42b3-9fa4-dd0d43e646a0,阿拉伯舞,True,a4e29d8b-b9cd-4963-8784-21c3de757ad1,4,1,0,0,0,0,0,0,0,0,15,62.4,69.38,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
