season_number,season_id,team_id,team_name,is_ai,roster_count,avg_fatigue,avg_fitness,players_fatigue_over_75,players_fitness_below_50,avg_attr_progress_total,avg_age,young_players_count,old_players_count,young_avg_attr_progress,old_avg_attr_progress
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,00382ba3-a03a-478a-b1de-885ed82e2bd7,尼罗河源,True,15,0.0,100.0,0,0,0.0,25.53,2,4,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,030535fa-155b-40c4-bd0b-5b607d76cf55,那不勒斯,True,15,0.0,100.0,0,0,0.0,26.07,3,3,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,088a3e39-67b6-4af3-a3f1-57243a4ea661,山楂球西布,True,15,0.0,100.0,0,0,0.0,26.27,3,3,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,08e68a0a-8532-4059-94a9-2f3e39b773d7,桑巴舞者,True,15,0.0,100.0,0,0,0.0,26.67,0,2,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0b6c8e7f-d456-42c2-a3d3-7d0140b0a30a,青云直上,True,15,0.0,100.0,0,0,0.0,24.8,3,2,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0bfa5693-ca15-4061-8b0e-8c6dd9ca1281,赤龙焚天,True,15,0.0,100.0,0,0,0.0,26.87,1,3,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0bfd88bf-5d93-4546-a68a-ea2672fea3af,绿松石绿,True,15,0.0,100.0,0,0,0.0,23.93,4,0,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0c48b5ba-c8ed-4ffd-b035-8504f9ea9e4e,设拉子酒,True,15,0.0,100.0,0,0,0.0,26.4,2,3,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0cc2f050-fa33-41c9-b708-68ede22520f3,美洲豹王,True,15,0.0,100.0,0,0,0.0,25.47,3,4,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0d068cfb-f9a8-49d6-9c58-26b36efd1e74,飓风之眼,True,15,0.0,100.0,0,0,0.0,28.67,0,7,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0d4230bf-57c3-4749-b84a-698e156d601a,祖鲁战士,True,15,0.0,100.0,0,0,0.0,25.33,4,3,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0d487d40-34f0-44e3-85b9-ad92bbcb1671,咖啡起源,True,15,0.0,100.0,0,0,0.0,24.47,3,2,0.0,0.0
1,127cb4f0-913e-4b59-a6ee-cde1054b9ff0,0de3a503-2741-4b9f-9edc-0385e9719fa4,沙漠商队,True,15,0.0,100.0,0,0,0.0,25.93,3,3,0.0,0.0
