season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,006a6948-c022-4140-9f09-55496c717ec8,美丽游戏,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,,,,,,,,,,,17,65.29,84.62,97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0242f21a-8b9b-4208-aadb-86fb1fd449a2,里约狂欢,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,,,,,,,,,,,18,61.33,82.62,99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,03f5bd09-801f-446a-926d-429a38dcb222,蓝衣军团,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,,,,,,,,,,,16,54.94,68.62,96,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,041b9c14-53cd-47e2-ba36-44074062a571,莫莫之王,True,822ee6f8-be94-43c1-8460-850fe5293ff6,,,,,,,,,,,18,50.89,63.62,73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,05f34921-c348-4f0f-a858-a424b12b7083,十字军东,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,,,,,,,,,,,16,57.38,73.25,94,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,06f191f9-a375-41b6-bc60-7e8b63676e15,苍穹雄鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,,,,,,,,,,,18,59.94,74.12,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,07056dfd-f9c6-4791-8d63-f69d100f6743,绿白贝蒂,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,,,,,,,,,,,16,59.19,74.12,89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,07965bb2-7a10-4607-8b8a-330288c20759,波斯猫王,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,,,,,,,,,,,15,58.13,68.75,88,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,08daac9b-7379-41a6-89f9-0175a30a57f0,金字塔尖,True,ae1face9-61aa-4db8-8abd-3463c41992ac,,,,,,,,,,,18,66.44,83.88,92,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0a73c2c3-2dee-40ab-961d-65ad1418d3c0,金毛狮王,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,,,,,,,,,,,18,53.44,65.0,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0a7fa292-ac6f-4bc4-b708-941a6d83305f,桑布露族,True,822ee6f8-be94-43c1-8460-850fe5293ff6,,,,,,,,,,,16,56.75,69.75,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0b9e1fa2-9a0a-4e0e-8791-db8fcdeab4a5,猫眼石闪,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,,,,,,,,,,,16,54.38,66.0,74,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0c8053f3-c52d-40b3-a3b1-af7fb78cbbf3,斯图加特,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,,,,,,,,,,,18,51.83,63.25,70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0e512073-f2d2-4b58-8843-a5362f428a15,青云直上,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,,,,,,,,,,,18,48.28,60.0,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
