season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,006a6948-c022-4140-9f09-55496c717ec8,美丽游戏,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,,,,,,,,,,,11,80.27,84.62,97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,0242f21a-8b9b-4208-aadb-86fb1fd449a2,里约狂欢,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,,,,,,,,,,,11,68.91,72.62,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,03f5bd09-801f-446a-926d-429a38dcb222,蓝衣军团,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,,,,,,,,,,,11,61.36,64.5,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,041b9c14-53cd-47e2-ba36-44074062a571,莫莫之王,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,,,,,,,,,,,15,66.2,71.88,81,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,05f34921-c348-4f0f-a858-a424b12b7083,十字军东,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,,,,,,,,,,,12,64.08,67.88,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,06f191f9-a375-41b6-bc60-7e8b63676e15,苍穹雄鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,,,,,,,,,,,14,70.79,74.38,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,07056dfd-f9c6-4791-8d63-f69d100f6743,绿白贝蒂,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,,,,,,,,,,,12,65.67,70.75,83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,07965bb2-7a10-4607-8b8a-330288c20759,波斯猫王,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,,,,,,,,,,,13,64.08,68.38,80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,08daac9b-7379-41a6-89f9-0175a30a57f0,金字塔尖,True,ae1face9-61aa-4db8-8abd-3463c41992ac,,,,,,,,,,,12,79.58,84.0,92,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,0a73c2c3-2dee-40ab-961d-65ad1418d3c0,金毛狮王,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,,,,,,,,,,,13,60.38,65.0,69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,
