season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,matches,goals,assists,average_rating
1,eec6a365-28ff-4505-8014-82f62f2e8621,c89b6655-b6b3-41d7-8eae-1d3ad3fbe60f,韦尔纳 伦德马克,91a0575b-4386-44e7-a052-5b02218ba844,MF,21,63,S,generated,52950.0,16,0,4,7.62
1,eec6a365-28ff-4505-8014-82f62f2e8621,9fabbcb1-3a52-420a-a895-50710338d077,黄萝,98f38def-c9d2-4bfc-9c59-1b742a980bbc,MF,28,65,A,generated,53900.0,16,0,2,7.34
1,eec6a365-28ff-4505-8014-82f62f2e8621,21980dd9-d43e-48c3-90dc-679276366a11,丁得,d5e73885-32cf-4bfd-a82d-82169184de8a,MF,26,72,S,generated,60250.0,17,2,2,7.64
1,eec6a365-28ff-4505-8014-82f62f2e8621,7c42caab-5b2b-4a0d-aa03-c36cca6441fa,阿蒂尔 贝伦特,9aa90f12-c20f-4757-bc14-199fcefa2bd9,DF,23,69,A,generated,57350.0,2,0,0,6.8
1,eec6a365-28ff-4505-8014-82f62f2e8621,12feb72a-3cac-4b65-8551-6539134193a7,博伊科 斯坦尼斯拉夫斯基,02d4482a-057b-4576-bd8d-0b6ec44ddef2,GK,20,55,A,generated,46300.0,16,0,0,6.97
1,eec6a365-28ff-4505-8014-82f62f2e8621,a20e4901-00f6-4e11-abf5-d00626ad186a,斯韦恩 诺德霍尔姆,07907148-0141-43a0-a4ab-ea5ebac94ca7,FW,23,80,S,generated,66850.0,19,10,4,8.22
1,eec6a365-28ff-4505-8014-82f62f2e8621,92f0c7af-f8de-481a-938a-e31d39a26368,皮特 托尔多,1ffc96ee-516e-491a-af02-bd87420c106d,DF,29,81,S,generated,67500.0,16,3,2,7.57
1,eec6a365-28ff-4505-8014-82f62f2e8621,892f0ac6-8c24-48ab-a3a6-0e2d38856aa1,孔谋,3a2b4501-e432-474d-9fed-54e982cbe8ca,FW,28,63,A,generated,52750.0,15,4,1,7.63
1,eec6a365-28ff-4505-8014-82f62f2e8621,f7301758-536b-4689-b3eb-214f44e0b3c6,埃尔顿 拉森,14b20444-72f8-44f5-ba01-2598da2987c6,DF,26,68,A,generated,56400.0,15,1,3,7.39
1,eec6a365-28ff-4505-8014-82f62f2e8621,46da09dc-f36a-4fa3-897d-442947f56f5b,切尔索 罗西,c0c6ed30-25e2-401b-8766-b3ebc70cc385,MF,29,76,A,generated,63150.0,16,2,4,7.91
1,eec6a365-28ff-4505-8014-82f62f2e8621,fcc3a46e-475b-4371-8ee7-8ef2a2b594a5,久虎 横田,0f5e11f7-9efe-49ee-ba82-ff265b5e0f18,FW,33,57,S,generated,48650.0,2,1,0,7.3
1,eec6a365-28ff-4505-8014-82f62f2e8621,5781dd0c-85dd-4231-aaca-cd29a70a451b,洛伦索 费拉里,e728b5f3-7ac3-481e-8a2c-7a3e57ff9bda,DF,27,64,A,generated,53300.0,15,1,0,6.95
1,eec6a365-28ff-4505-8014-82f62f2e8621,2b1924fb-9c91-4306-908d-60732c64f25a,曾贵强,a08d4004-a51f-49f3-b1f8-6a2bcd3789ac,MF,25,70,S,generated,58800.0,15,5,1,7.81
1,eec6a365-28ff-4505-8014-82f62f2e8621,c0871c94-0236-49f0-a236-9051b323973c,阿尔文 汤森,8983d34c-d1c7-4642-b378-b8009298ad6e,FW,22,72,A,generated,59950.0,16,3,1,7.57
1,eec6a365-28ff-4505-8014-82f62f2e8621,519432f7-6439-4aa1-8931-01cb1becfb57,许辉强,ca99cfe9-81d6-42ef-adc8-cee24a894aae,FW,25,62,S,generated,52450.0,7,1,0,6.89
1,eec6a365-28ff-4505-8014-82f62f2e8621,9b7ce430-3d58-44e1-9be5-50b2a4b72833,迈克尔 海斯,2d08b9b8-77c4-4bbb-b2ad-13ae506b2fea,FW,23,60,A,generated,49650.0,5,0,0,6.34
1,eec6a365-28ff-4505-8014-82f62f2e8621,a68ac127-12fd-4734-bb0f-9862b934475b,宋煜林,0649139f-2381-4218-8a7a-89034795e7b5,GK,29,57,A,generated,47750.0,16,0,0,5.97
1,eec6a365-28ff-4505-8014-82f62f2e8621,97e6bdfd-25c7-4988-a23f-1c6f4715675c,煌 鹤田,15a8a1c9-3fb2-4f0e-9123-087b0ab96662,DF,22,59,A,generated,49000.0,2,0,0,6.2
1,eec6a365-28ff-4505-8014-82f62f2e8621,7dd04657-4c89-420a-a9a0-ec1cdb49abab,陆菖,d04f4538-e11b-49ff-b043-cb36f93c66a2,FW,24,71,S,generated,59900.0,17,8,7,8.51
1,eec6a365-28ff-4505-8014-82f62f2e8621,5c0b9d48-e7d0-4bb0-a9cb-ad6261d127fd,贝内迪克特 韦兰,dbd56ee9-4653-48e2-a0de-893da1883029,DF,22,61,A,generated,50650.0,1,0,0,6.1
1,eec6a365-28ff-4505-8014-82f62f2e8621,04f17eca-ba4e-43ae-a45f-7585f4f3bebe,胡嘉志,fbb97406-35a4-4dc6-a1f7-98a7880e280c,GK,20,73,S,generated,61700.0,18,0,1,6.39
1,eec6a365-28ff-4505-8014-82f62f2e8621,5d890cab-8d06-4ba1-9fc5-4b0cd5438b19,格克汗 加尼,f10f2461-6e14-4fac-88e0-0802038ba920,MF,32,55,A,generated,46250.0,1,0,0,6.2
1,eec6a365-28ff-4505-8014-82f62f2e8621,01605114-b804-4d10-aba1-fa474220331d,吴议,b5211f43-b80b-4259-ac16-f056aed10b65,FW,28,77,S,generated,64500.0,17,6,2,7.88
1,eec6a365-28ff-4505-8014-82f62f2e8621,5ed1c91e-d37a-4784-9249-baa1f3b497d4,上官辉伟,ac2eca70-61e8-457c-8895-e890527e7944,FW,28,93,S,generated,76850.0,19,18,4,8.8
1,eec6a365-28ff-4505-8014-82f62f2e8621,33df912b-c999-4163-9914-0a9e95ddb8a6,勲 平山,8f4f6bfe-edbc-4d94-a886-967b1ade839f,DF,28,74,S,generated,61750.0,15,0,3,7.83
1,eec6a365-28ff-4505-8014-82f62f2e8621,651485f0-0459-46eb-a9f3-36bd6f712263,徐俊浩,6cb35d1c-58ad-4e34-b2f0-232bbdd39e70,DF,28,68,A,generated,56400.0,15,0,1,6.79
1,eec6a365-28ff-4505-8014-82f62f2e8621,17c39de8-8c2c-4635-98a3-5237385cc4e7,炫优 种,91a0575b-4386-44e7-a052-5b02218ba844,MF,29,64,A,generated,53000.0,16,1,1,7.49
1,eec6a365-28ff-4505-8014-82f62f2e8621,f38e0b33-c4b4-4dea-aa6d-6c88e2c6025c,帕特里克 安德烈,5a9f4db5-7068-4f30-b782-a928bcbd1f58,MF,22,71,S,generated,59850.0,15,1,0,7.02
1,eec6a365-28ff-4505-8014-82f62f2e8621,b341f1e3-be12-4ca8-b81d-a5b6e51b6698,东 田,63078b43-45a8-45cb-ab60-02cd58fe3400,FW,25,70,S,generated,58500.0,18,15,5,8.81
1,eec6a365-28ff-4505-8014-82f62f2e8621,b707f8b2-bb5a-4ad5-8885-202512b3bf74,金蒂诺 里佐,35b8a79e-3e17-40b7-b138-0bef7c9cb37e,MF,28,78,A,generated,64850.0,17,8,1,8.14
1,eec6a365-28ff-4505-8014-82f62f2e8621,4d242691-e645-42a2-8183-02b7cbfced42,塔隆 哈珀,84908c25-3614-491a-b2a7-0dec6c2a9227,DF,26,86,S,generated,72000.0,17,1,2,7.38
1,eec6a365-28ff-4505-8014-82f62f2e8621,dd5dafa4-eff5-4d24-bf0d-b15d1364a913,田鼎豪,0580d45f-dadc-45db-9270-40425e3c2405,MF,25,74,A,generated,61650.0,15,2,0,7.67
1,eec6a365-28ff-4505-8014-82f62f2e8621,5d9da5b8-dce6-4f64-b71b-6ef30a877a72,杰拉尔多 马丁内斯,4fbc85c5-12e0-4946-8bba-8bc48649767b,FW,23,73,S,generated,61200.0,15,10,3,8.51
1,eec6a365-28ff-4505-8014-82f62f2e8621,9f3c56be-5e87-4c2f-b13f-c697f320e524,康政 野田,5fc2ff4a-c69f-4127-90eb-bde86a4edd2f,FW,26,81,S,generated,67500.0,18,8,2,7.89
1,eec6a365-28ff-4505-8014-82f62f2e8621,4f17641d-888d-41b2-b624-7a1b8b69c2ec,贤彬 刘,4895a2ee-d73f-48fb-a736-dda1e97d3f2a,DF,25,72,S,generated,60300.0,17,4,1,7.47
1,eec6a365-28ff-4505-8014-82f62f2e8621,0089512c-0dea-4634-81f2-dc5975bc3f11,卢卡斯 范德赞登,f39786a1-cc54-421d-a6a2-06cc3f5e7ff9,DF,27,80,S,generated,66550.0,16,0,1,7.38
1,eec6a365-28ff-4505-8014-82f62f2e8621,daee298b-25ea-4b60-ac32-2b2ec9cd42f1,罗伯托 布冯,0580d45f-dadc-45db-9270-40425e3c2405,DF,26,76,S,generated,63900.0,15,2,1,7.37
1,eec6a365-28ff-4505-8014-82f62f2e8621,321e33e1-3891-4041-8dd3-ece6aa6f3869,库巴 霍洛多,c27c05b0-6ef7-47c1-a024-68bd3bd17afe,FW,26,86,S,generated,71750.0,17,10,4,8.59
1,eec6a365-28ff-4505-8014-82f62f2e8621,2ab26eb5-d68f-4f51-82d3-be2f25e2415f,碧斗 堀内,2f099370-1173-4e04-814b-e3bff1de487a,MF,22,81,S,generated,67600.0,17,5,0,7.64
1,eec6a365-28ff-4505-8014-82f62f2e8621,882e89cd-c7df-4c34-896c-c228919494e1,灿烈 折,bfab5f82-7a74-432c-8161-75e72bcb8ca6,MF,24,59,A,generated,49300.0,15,5,0,7.39
1,eec6a365-28ff-4505-8014-82f62f2e8621,f2c85c6f-35c7-47dd-b3d8-58ef4ce34600,本杰明 格雷戈里,675e9ef7-72f8-49cb-9399-24d5cd6a9951,FW,22,63,A,generated,52800.0,15,4,3,7.82
